VenueCode,TemplateName,SectionCode,Section,Priority,StatusCode,Color,Justification,SectionType
761,NAIABANQUET1,T066,Table 66,1,A,Gold,Left
761,NAIABANQUET1,T067,Table 67,1,A,Gold,Left
761,NAIABANQUET1,T068,Table 68,1,A,Gold,Left
761,NAIABANQUET1,T069,Table 69,1,A,Gold,Left
761,NAIABANQUET1,T070,Table 70,1,A,Gold,Left
761,NAIABANQUET1,T071,Table 71,1,A,Gold,Left
761,NAIABANQUET1,T072,Table 72,1,A,Gold,Left
761,NAIABANQUET1,T073,Table 73,1,A,Gold,Left
761,NAIABANQUET1,T074,Table 74,1,A,Gold,Left
761,NAIABANQUET1,T075,Table 75,1,A,Gold,Left
761,NAIABANQUET1,T076,Table 76,1,A,Gold,Left
761,NAIABANQUET1,T077,Table 77,1,A,Gold,Left
761,NAIABANQUET1,T078,Table 78,1,A,Gold,Left
761,NAIABANQUET1,T079,Table 79,1,A,Gold,Left
761,NAIABANQUET1,T080,Table 80,1,A,Gold,Left
761,NAIABANQUET1,T081,Table 81,1,A,Gold,Left
761,NAIABANQUET1,T082,Table 82,1,A,Gold,Left
761,NAIABANQUET1,T083,Table 83,1,A,Gold,Left
761,NAIABANQUET1,T084,Table 84,1,A,Gold,Left
761,NAIABANQUET1,T085,Table 85,1,A,Gold,Left
761,NAIABANQUET1,T086,Table 86,1,A,Gold,Left
761,NAIABANQUET1,T087,Table 87,1,A,Gold,Left
761,NAIABANQUET1,T088,Table 88,1,A,Gold,Left
761,NAIABANQUET1,T089,Table 89,1,A,Gold,Left
761,NAIABANQUET1,T090,Table 90,1,A,Gold,Left
761,NAIABANQUET1,T091,Table 91,1,A,Gold,Left
761,NAIABANQUET1,T092,Table 92,1,A,Gold,Left
761,NAIABANQUET1,T093,Table 93,1,A,Gold,Left
761,NAIABANQUET1,T094,Table 94,1,A,Gold,Left
761,NAIABANQUET1,T095,Table 95,1,A,Gold,Left
761,NAIABANQUET1,T096,Table 96,1,A,Gold,Left
761,NAIABANQUET1,T097,Table 97,1,A,Gold,Left
761,NAIABANQUET1,T098,Table 98,1,A,Gold,Left
761,NAIABANQUET1,T099,Table 99,1,A,Gold,Left
761,NAIABANQUET1,T100,Table 100,1,A,Gold,Left
761,NAIABANQUET1,T1XX,Table,1,A,Gold,Left
